Salary,Salary Range,yrs of experience,Available_Budget_Salary_Alignment,Available_Budget_Salary_increase,err,err_YOE,Normalize Err,Normalize Err_YOE,Total Salary increase,new Salary
69050.34727084823,82627,5,1268.8782382520758,720.0,13576.65272915177,67883.26364575885,0.5719570522662111,0.2824460512659542,1988.8782382520758,71039.2255091003
81170.0,77335,9,0.0,720.0,-3835.0,-34515.0,-0.16156083087631276,-0.14360867371251493,720.0,81890.0
70707.53732068298,78439,9,1300.6528848338203,720.0,7731.462679317017,69583.16411385316,0.3257109607195986,0.2895189312215186,2020.6528848338203,72728.1902055168
74875.8240317989,76971,14,548.2842556488192,720.0,2095.1759682011034,29332.463554815447,0.08826554635062668,0.12204537701949086,1268.2842556488192,76144.10828744771
68266.87973985492,77934,11,1987.6826263896382,720.0,9667.120260145079,106338.32286159587,0.40725631849029353,0.4424483705915395,2707.6826263896382,70974.56236624456
83546.0,76582,12,0.0,720.0,-6964.0,-83568.0,-0.29337930279599533,-0.34770649412740684,720.0,84266.0
83711.0,84808,15,0.0,720.0,1097.0,16455.0,0.04621440194819168,0.06846532597245931,720.0,84431.0
83612.0,76210,13,0.0,720.0,-7402.0,-96226.0,-0.31183136118551946,-0.40037340972506047,720.0,84332.0
65983.55067440076,77098,4,831.0079464065041,720.0,11114.449325599242,44457.79730239697,0.4682293788204661,0.1849782792054774,1551.007946406504,67534.55862080726
65178.35600347095,82889,8,2648.387781694937,720.0,17710.64399652905,141685.1519722324,0.7461137834247232,0.5895180866141797,3368.387781694937,68546.74378516589
64195.779142908665,80959,8,2506.71343788939,720.0,16763.220857091335,134105.76685673068,0.7062007535423238,0.55798207490931,3226.71343788939,67422.49258079806
68105.28167818411,80900,6,1434.9580828497733,720.0,12794.71832181589,76768.30993089534,0.5390157295700019,0.31941460733962534,2154.9580828497733,70260.23976103388
81386.0,75082,13,0.0,720.0,-6304.0,-81952.0,-0.2655748312501371,-0.34098270398632546,720.0,82106.0
64647.503675028056,82942,4,1367.8475087866398,720.0,18294.496324971944,73177.98529988778,0.7707103068386226,0.3044761238264754,2087.84750878664,66735.3511838147
70565.45313472745,77424,10,1282.003898455765,720.0,6858.546865272554,68585.46865272554,0.2889367744869789,0.28536775863158576,2002.003898455765,72567.45703318321
76166.0,76674,15,0.0,720.0,508.0,7620.0,0.02140101749287272,0.031705000541485256,720.0,76886.0
75520.0,75902,12,0.0,720.0,382.0,4584.0,0.016092891106845236,0.019072929459602157,720.0,76240.0
61049.81086078353,84787,10,4436.9703397292515,720.0,23737.18913921647,237371.8913921647,1.0,0.9876477618270291,5156.9703397292515,66206.78120051278
82409.0,82529,14,0.0,720.0,120.0,1680.0,0.00505535846288332,0.0069900788595400574,720.0,83129.0
73807.61270219757,77920,8,614.952018415134,720.0,4112.38729780243,32899.09838241944,0.17324659940499484,0.13688529291718965,1334.952018415134,75142.5647206127
74805.67339188667,77843,11,624.5129022039534,720.0,3037.3266081133334,33410.59268924667,0.12795645644055356,0.1390134985963135,1344.5129022039534,76150.18629409061
